"DatasetName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationLatitude","MonitoringLocationLongitude","MonitoringLocationHorizontalCoordinateReferenceSystem","MonitoringLocationHorizontalAccuracyMeasure","MonitoringLocationHorizontalAccuracyUnit","MonitoringLocationType","ActivityType","ActivityMediaName","ActivityStartDate","ActivityStartTime","ActivityEndDate","ActivityEndTime","ActivityDepthHeightMeasure","ActivityDepthHeightUnit","SampleCollectionEquipmentName","CharacteristicName","MethodSpeciation","ResultSampleFraction","ResultValue","ResultUnit","ResultValueType","ResultDetectionCondition","ResultDetectionQuantitationLimitMeasure","ResultDetectionQuantitationLimitUnit","ResultDetectionQuantitationLimitType","ResultStatusID","ResultComment","ResultAnalyticalMethodID","ResultAnalyticalMethodContext","ResultAnalyticalMethodName","AnalysisStartDate","AnalysisStartTime","AnalysisStartTimeZone","LaboratoryName","LaboratorySampleID"
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-10,"","","","-0.2","m","Water Bottle","Escherichia coli","","","160","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-09,"","","","-0.2","m","Water Bottle","Escherichia coli","","","175","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-08,"","","","-0.2","m","Water Bottle","Escherichia coli","","","63","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-07,"","","","-0.2","m","Water Bottle","Escherichia coli","","","160","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-06,"","","","-0.2","m","Water Bottle","Escherichia coli","","","63","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-05,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-04,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-03,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-02,"","","","-0.2","m","Water Bottle","Escherichia coli","","","31","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-01,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-31,"","","","-0.2","m","Water Bottle","Escherichia coli","","","231","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-30,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-29,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-28,"","","","-0.2","m","Water Bottle","Escherichia coli","","","75","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-27,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-26,"","","","-0.2","m","Water Bottle","Escherichia coli","","","74","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-25,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-24,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-23,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-22,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-21,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-20,"","","","-0.2","m","Water Bottle","Escherichia coli","","","389","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-19,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-18,"","","","-0.2","m","Water Bottle","Escherichia coli","","","110","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-17,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-16,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-15,"","","","-0.2","m","Water Bottle","Escherichia coli","","","594","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-14,"","","","-0.2","m","Water Bottle","Escherichia coli","","","75","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-13,"","","","-0.2","m","Water Bottle","Escherichia coli","","","203","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-12,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-10,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-09,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-08,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-07,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-06,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-05,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-04,"","","","-0.2","m","Water Bottle","Escherichia coli","","","74","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-03,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-02,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-07-01,"","","","-0.2","m","Water Bottle","Escherichia coli","","","148","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-30,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-29,"","","","-0.2","m","Water Bottle","Escherichia coli","","","175","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-28,"","","","-0.2","m","Water Bottle","Escherichia coli","","","41","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-27,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-06-26,"","","","-0.2","m","Water Bottle","Escherichia coli","","","31","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
